query,domain,species,target_id,gene,bit_score,evalue,note
sp|Q08999|RBL2_HUMAN,sp|Q08999|RBL2_HUMAN,10090,sp|Q64700|RBL2_MOUSE,SV=1,2287.9,0,real_hit
sp|Q08999|RBL2_HUMAN,sp|Q08999|RBL2_HUMAN,10090,sp|Q64701|RBL1_MOUSE,SV=1,1827.8,0,real_hit
sp|Q08999|RBL2_HUMAN,sp|Q08999|RBL2_HUMAN,10090,sp|P13405|RB_MOUSE,SV=1,1140.6,0,real_hit
sp|Q08999|RBL2_HUMAN,sp|Q08999|RBL2_HUMAN,10090,sp|Q8R5A3|AB1IP_MOUSE,SV=1,51.1,4.6e-14,real_hit
sp|Q08999|RBL2_HUMAN,sp|Q08999|RBL2_HUMAN,10090,sp|Q91YU6|LZTS2_MOUSE,SV=1,9.5,0.17,borderline_noise
sp|Q08999|RBL2_HUMAN,sp|Q08999|RBL2_HUMAN,10090,sp|Q64124|SCX_MOUSE,SV=1,8.1,0.45,borderline_noise
RBL2,full_protein,4932,NA,NA,NA,NA,zero_hits(n=0)
sp|Q08999|RBL2_HUMAN,sp|Q08999|RBL2_HUMAN,7227,sp|Q24472|RBF_DROME,SV=1,1155.2,0,real_hit
RBL2,full_protein,7955,NA,NA,NA,NA,zero_hits(n=0)
sp|Q08999|RBL2_HUMAN,sp|Q08999|RBL2_HUMAN,7955_v2,tr|A0ACD6B5T3|A0ACD6B5T3_DANRE,SV=1,2083.7,0,real_hit
sp|Q08999|RBL2_HUMAN,sp|Q08999|RBL2_HUMAN,7955_v2,tr|A0A8M3AZW2|A0A8M3AZW2_DANRE,SV=1,2082.8,0,real_hit
sp|Q08999|RBL2_HUMAN,sp|Q08999|RBL2_HUMAN,7955_v2,tr|A0A8M1NIS0|A0A8M1NIS0_DANRE,SV=1,1858.9,0,real_hit
sp|Q08999|RBL2_HUMAN,sp|Q08999|RBL2_HUMAN,7955_v2,tr|A0A8M9QAH9|A0A8M9QAH9_DANRE,SV=1,1841.2,0,real_hit
sp|Q08999|RBL2_HUMAN,sp|Q08999|RBL2_HUMAN,7955_v2,tr|A0A8M2BA88|A0A8M2BA88_DANRE,SV=1,1732.3,0,real_hit
sp|Q08999|RBL2_HUMAN,sp|Q08999|RBL2_HUMAN,7955_v2,tr|A0AC58IA68|A0AC58IA68_DANRE,SV=1,823.5,1.1e-246,real_hit
sp|Q08999|RBL2_HUMAN,sp|Q08999|RBL2_HUMAN,7955_v2,tr|A0A8M1NAN6|A0A8M1NAN6_DANRE,SV=1,820.2,1.1e-245,real_hit
sp|Q08999|RBL2_HUMAN,sp|Q08999|RBL2_HUMAN,9606,sp|Q08999|RBL2_HUMAN,SV=1,2404.2,0,real_hit
sp|Q08999|RBL2_HUMAN,sp|Q08999|RBL2_HUMAN,9606,tr|A0ACI8SB16|A0ACI8SB16_HUMAN,SV=1,2394.0,0,real_hit
sp|Q08999|RBL2_HUMAN,sp|Q08999|RBL2_HUMAN,9606,tr|A0ACI8R8K1|A0ACI8R8K1_HUMAN,SV=1,2382.5,0,real_hit
sp|Q08999|RBL2_HUMAN,sp|Q08999|RBL2_HUMAN,9606,tr|A0ACI8QII3|A0ACI8QII3_HUMAN,SV=1,2324.2,0,real_hit
sp|Q08999|RBL2_HUMAN,sp|Q08999|RBL2_HUMAN,9606,tr|A0ACI8QLQ6|A0ACI8QLQ6_HUMAN,SV=1,2313.6,0,real_hit
sp|Q08999|RBL2_HUMAN,sp|Q08999|RBL2_HUMAN,9606,tr|A0ACI8UJK9|A0ACI8UJK9_HUMAN,SV=1,2286.0,0,real_hit
sp|Q08999|RBL2_HUMAN,sp|Q08999|RBL2_HUMAN,9606,tr|A0ACI8QKB9|A0ACI8QKB9_HUMAN,SV=1,2282.7,0,real_hit
sp|Q08999|RBL2_HUMAN,sp|Q08999|RBL2_HUMAN,9606,tr|A0ACI8QIH6|A0ACI8QIH6_HUMAN,SV=1,2261.8,0,real_hit
sp|Q08999|RBL2_HUMAN,sp|Q08999|RBL2_HUMAN,9606,tr|A0ACI8UN00|A0ACI8UN00_HUMAN,SV=1,2257.2,0,real_hit
sp|Q08999|RBL2_HUMAN,sp|Q08999|RBL2_HUMAN,9606,tr|A0ACI8QJ14|A0ACI8QJ14_HUMAN,SV=1,2237.8,0,real_hit
sp|Q08999|RBL2_HUMAN,sp|Q08999|RBL2_HUMAN,9606,tr|A0ACI8UJJ9|A0ACI8UJJ9_HUMAN,SV=1,2226.9,0,real_hit
sp|Q08999|RBL2_HUMAN,sp|Q08999|RBL2_HUMAN,9606,tr|A0ACI8TZ23|A0ACI8TZ23_HUMAN,SV=1,2187.8,0,real_hit
sp|Q08999|RBL2_HUMAN,sp|Q08999|RBL2_HUMAN,9606,tr|A0ACI8S704|A0ACI8S704_HUMAN,SV=1,2181.5,0,real_hit
sp|Q08999|RBL2_HUMAN,sp|Q08999|RBL2_HUMAN,9606,tr|A0ACI8UJK1|A0ACI8UJK1_HUMAN,SV=1,2127.9,0,real_hit
sp|Q08999|RBL2_HUMAN,sp|Q08999|RBL2_HUMAN,9606,tr|A0ACI8UJK7|A0ACI8UJK7_HUMAN,SV=1,2106.6,0,real_hit
sp|Q08999|RBL2_HUMAN,sp|Q08999|RBL2_HUMAN,9606,tr|A0ACI8R2Y1|A0ACI8R2Y1_HUMAN,SV=1,1987.1,0,real_hit
sp|Q08999|RBL2_HUMAN,sp|Q08999|RBL2_HUMAN,9606,tr|A0ACI8UJP9|A0ACI8UJP9_HUMAN,SV=1,1767.5,0,real_hit
sp|Q08999|RBL2_HUMAN,sp|Q08999|RBL2_HUMAN,9606,sp|P28749|RBL1_HUMAN,SV=1,1709.9,0,real_hit
sp|Q08999|RBL2_HUMAN,sp|Q08999|RBL2_HUMAN,9606,tr|A0ACI8TFY4|A0ACI8TFY4_HUMAN,SV=1,1598.8,0,real_hit
sp|Q08999|RBL2_HUMAN,sp|Q08999|RBL2_HUMAN,9606,tr|A0ACI8TFW9|A0ACI8TFW9_HUMAN,SV=1,1324.3,0,real_hit
sp|Q08999|RBL2_HUMAN,sp|Q08999|RBL2_HUMAN,9606,tr|F5H837|F5H837_HUMAN,SV=1,1306.6,0,real_hit
sp|Q08999|RBL2_HUMAN,sp|Q08999|RBL2_HUMAN,9606,tr|A0A3B3IS71|A0A3B3IS71_HUMAN,SV=1,1238.4,0,real_hit
sp|Q08999|RBL2_HUMAN,sp|Q08999|RBL2_HUMAN,9606,sp|P06400|RB_HUMAN,SV=1,1238.4,0,real_hit
sp|Q08999|RBL2_HUMAN,sp|Q08999|RBL2_HUMAN,9606,tr|Q59HH0|Q59HH0_HUMAN,SV=1,1236.5,0,real_hit
sp|Q08999|RBL2_HUMAN,sp|Q08999|RBL2_HUMAN,9606,tr|A0ACI8RJG1|A0ACI8RJG1_HUMAN,SV=1,1230.0,0,real_hit
sp|Q08999|RBL2_HUMAN,sp|Q08999|RBL2_HUMAN,9606,tr|A0ACI8U643|A0ACI8U643_HUMAN,SV=1,1217.3,0,real_hit
sp|Q08999|RBL2_HUMAN,sp|Q08999|RBL2_HUMAN,9606,tr|A0ACI8T8P3|A0ACI8T8P3_HUMAN,SV=1,1214.5,0,real_hit
sp|Q08999|RBL2_HUMAN,sp|Q08999|RBL2_HUMAN,9606,tr|B4DTN0|B4DTN0_HUMAN,SV=1,1213.6,0,real_hit
sp|Q08999|RBL2_HUMAN,sp|Q08999|RBL2_HUMAN,9606,tr|A0AAQ5BH52|A0AAQ5BH52_HUMAN,SV=1,1205.7,0,real_hit
sp|Q08999|RBL2_HUMAN,sp|Q08999|RBL2_HUMAN,9606,tr|A0AAQ5BH01|A0AAQ5BH01_HUMAN,SV=1,1159.4,0,real_hit
sp|Q08999|RBL2_HUMAN,sp|Q08999|RBL2_HUMAN,9606,tr|A0AAQ5BH24|A0AAQ5BH24_HUMAN,SV=1,1154.0,0,real_hit
sp|Q08999|RBL2_HUMAN,sp|Q08999|RBL2_HUMAN,9606,tr|A0ACI8PG32|A0ACI8PG32_HUMAN,SV=1,1148.2,0,real_hit
sp|Q08999|RBL2_HUMAN,sp|Q08999|RBL2_HUMAN,9606,tr|B4DRB3|B4DRB3_HUMAN,SV=1,1087.4,0,real_hit
sp|Q08999|RBL2_HUMAN,sp|Q08999|RBL2_HUMAN,9606,tr|A0AAQ5BH04|A0AAQ5BH04_HUMAN,SV=1,321.0,1.4e-94,real_hit
sp|Q08999|RBL2_HUMAN,sp|Q08999|RBL2_HUMAN,9606,tr|A0A2R8Y743|A0A2R8Y743_HUMAN,SV=1,99.8,9e-28,real_hit
sp|Q08999|RBL2_HUMAN,sp|Q08999|RBL2_HUMAN,9606,tr|A0A0X9QC09|A0A0X9QC09_HUMAN,SV=1,93.7,5.9e-26,real_hit
sp|Q08999|RBL2_HUMAN,sp|Q08999|RBL2_HUMAN,9606,tr|A0A2R8YFL6|A0A2R8YFL6_HUMAN,SV=1,92.1,1.9e-25,real_hit
sp|Q08999|RBL2_HUMAN,sp|Q08999|RBL2_HUMAN,9606,tr|A0ACI8S779|A0ACI8S779_HUMAN,SV=1,16.4,0.014,borderline_noise
sp|Q08999|RBL2_HUMAN,sp|Q08999|RBL2_HUMAN,9606,tr|C9JY42|C9JY42_HUMAN,SV=1,15.1,0.034,borderline_noise
sp|Q08999|RBL2_HUMAN,sp|Q08999|RBL2_HUMAN,9606,tr|A0A804HIW5|A0A804HIW5_HUMAN,SV=1,11.1,0.53,borderline_noise
sp|Q08999|RBL2_HUMAN,sp|Q08999|RBL2_HUMAN,9606,tr|A0A2R8Y4H6|A0A2R8Y4H6_HUMAN,SV=1,11.0,0.58,borderline_noise
sp|Q08999|RBL2_HUMAN,sp|Q08999|RBL2_HUMAN,9606,tr|A0A804HKW5|A0A804HKW5_HUMAN,SV=1,8.4,3.5,borderline_noise
sp|Q08999|RBL2_HUMAN,sp|Q08999|RBL2_HUMAN,9606,sp|Q9H6L5|RETR1_HUMAN,SV=1,8.3,3.7,borderline_noise
sp|Q08999|RBL2_HUMAN,sp|Q08999|RBL2_HUMAN,9606,tr|A0A804HJ37|A0A804HJ37_HUMAN,SV=1,8.1,4.4,borderline_noise
sp|Q08999|RBL2_HUMAN,sp|Q08999|RBL2_HUMAN,9606,tr|A0A804HJI9|A0A804HJI9_HUMAN,SV=1,7.5,6.7,borderline_noise
RB_A,RB_A,10090,sp|Q64701|RBL1_MOUSE,SV=1,273.4,1.1e-81,real_hit
RB_A,RB_A,10090,sp|Q64700|RBL2_MOUSE,SV=1,264.2,6.9e-79,real_hit
RB_A,RB_A,10090,sp|P13405|RB_MOUSE,SV=1,225.2,6.3e-67,real_hit
RB_A,full_protein,7955,NA,NA,NA,NA,zero_hits(n=0)
RB_B,RB_B,10090,sp|Q64700|RBL2_MOUSE,SV=1,209.0,2.5e-62,real_hit
RB_B,RB_B,10090,sp|Q64701|RBL1_MOUSE,SV=1,188.4,5.6e-56,real_hit
RB_B,RB_B,10090,sp|P13405|RB_MOUSE,SV=1,112.2,1.9e-32,real_hit
RB_B,RB_B,10090,sp|P62915|TF2B_MOUSE,SV=1,14.4,0.026,borderline_noise
RB_B,RB_B,10090,sp|Q8CFK2|TF3B_MOUSE,SV=1,13.2,0.063,borderline_noise
RB_A,RB_A,10090,sp|Q64701|RBL1_MOUSE,SV=1,273.4,1.1e-81,real_hit
RB_A,RB_A,10090,sp|Q64700|RBL2_MOUSE,SV=1,264.2,6.9e-79,real_hit
RB_A,RB_A,10090,sp|P13405|RB_MOUSE,SV=1,225.2,6.3e-67,real_hit
RB_B,RB_B,10090,sp|Q64700|RBL2_MOUSE,SV=1,209.0,2.5e-62,real_hit
RB_B,RB_B,10090,sp|Q64701|RBL1_MOUSE,SV=1,188.4,5.6e-56,real_hit
RB_B,RB_B,10090,sp|P13405|RB_MOUSE,SV=1,112.2,1.9e-32,real_hit
RB_B,RB_B,10090,sp|P62915|TF2B_MOUSE,SV=1,14.4,0.026,borderline_noise
RB_B,RB_B,10090,sp|Q8CFK2|TF3B_MOUSE,SV=1,13.2,0.063,borderline_noise
RB_B,RB_B,4932,sp|Q08032|CDC45_YEAST,SV=1,12.3,0.047,borderline_noise
RB_A,RB_A,7227,sp|Q24472|RBF_DROME,SV=1,163.5,1.1e-48,real_hit
RB_A,RB_A,7227,sp|Q9VC99|UCK_DROME,SV=1,12.9,0.016,borderline_noise
RB_B,RB_B,7227,sp|Q24472|RBF_DROME,SV=1,139.9,1.2e-41,real_hit
RB_A,RB_A,7955,tr|A0A8M1NIS0|A0A8M1NIS0_DANRE,SV=1,270.5,2.4e-80,real_hit
RB_A,RB_A,7955,tr|A0A8M9QAH9|A0A8M9QAH9_DANRE,SV=1,267.7,1.8e-79,real_hit
RB_A,RB_A,7955,tr|A0A8M2BA88|A0A8M2BA88_DANRE,SV=1,263.8,2.8e-78,real_hit
RB_A,RB_A,7955,tr|A0A8M3AZW2|A0A8M3AZW2_DANRE,SV=1,262.9,5e-78,real_hit
RB_A,RB_A,7955,tr|A0ACD6B5T3|A0ACD6B5T3_DANRE,SV=1,262.9,5e-78,real_hit
RB_A,RB_A,7955,tr|A0A8M1NAN6|A0A8M1NAN6_DANRE,SV=1,219.6,9.3e-65,real_hit
RB_A,RB_A,7955,tr|A0AC58IA68|A0AC58IA68_DANRE,SV=1,219.0,1.4e-64,real_hit
RB_A,RB_A,7955,tr|A0AC58GT88|A0AC58GT88_DANRE,SV=1,13.2,0.17,borderline_noise
RB_A,RB_A,7955,tr|A0AC58JF69|A0AC58JF69_DANRE,SV=1,11.5,0.56,borderline_noise
RB_B,RB_B,7955,tr|A0A8M3AZW2|A0A8M3AZW2_DANRE,SV=1,215.3,8.6e-64,real_hit
RB_B,RB_B,7955,tr|A0ACD6B5T3|A0ACD6B5T3_DANRE,SV=1,215.3,8.7e-64,real_hit
RB_B,RB_B,7955,tr|A0A8M2BA88|A0A8M2BA88_DANRE,SV=1,207.1,2.9e-61,real_hit
RB_B,RB_B,7955,tr|A0A8M9QAH9|A0A8M9QAH9_DANRE,SV=1,202.9,5.6e-60,real_hit
RB_B,RB_B,7955,tr|A0A8M1NIS0|A0A8M1NIS0_DANRE,SV=1,202.3,8.6e-60,real_hit
RB_B,RB_B,7955,tr|A0A8M1NAN6|A0A8M1NAN6_DANRE,SV=1,101.6,9.7e-29,real_hit
RB_B,RB_B,7955,tr|A0AC58IA68|A0AC58IA68_DANRE,SV=1,101.6,1e-28,real_hit
RB_B,RB_B,7955,tr|A0A8M1PEQ7|A0A8M1PEQ7_DANRE,SV=1,15.3,0.042,borderline_noise
RB_B,RB_B,7955,tr|A0AC58I234|A0AC58I234_DANRE,SV=1,15.1,0.049,borderline_noise
RB_B,RB_B,7955,tr|A0AB32T7S5|A0AB32T7S5_DANRE,SV=1,14.9,0.054,borderline_noise
RB_B,RB_B,7955,tr|A0A8M1PBR0|A0A8M1PBR0_DANRE,SV=1,14.3,0.088,borderline_noise
RB_B,RB_B,7955,tr|E7F5M5|E7F5M5_DANRE,SV=1,13.2,0.19,borderline_noise
RB_B,RB_B,7955,sp|A8KBY2|BRF2_DANRE,SV=1,12.4,0.33,borderline_noise
RB_A,RB_A,9606,tr|A0ACI8TFW9|A0ACI8TFW9_HUMAN,SV=1,275.0,3.2e-81,real_hit
RB_A,RB_A,9606,sp|P28749|RBL1_HUMAN,SV=1,274.5,4.6e-81,real_hit
RB_A,RB_A,9606,tr|A0ACI8TFY4|A0ACI8TFY4_HUMAN,SV=1,274.4,4.9e-81,real_hit
RB_A,RB_A,9606,tr|A0ACI8TZ23|A0ACI8TZ23_HUMAN,SV=1,264.5,5.3e-78,real_hit
RB_A,RB_A,9606,tr|A0ACI8QJ14|A0ACI8QJ14_HUMAN,SV=1,264.4,5.7e-78,real_hit
RB_A,RB_A,9606,tr|A0ACI8UJJ9|A0ACI8UJJ9_HUMAN,SV=1,264.4,5.8e-78,real_hit
RB_A,RB_A,9606,tr|A0ACI8UN00|A0ACI8UN00_HUMAN,SV=1,264.4,5.8e-78,real_hit
RB_A,RB_A,9606,tr|A0ACI8QLQ6|A0ACI8QLQ6_HUMAN,SV=1,264.4,5.9e-78,real_hit
RB_A,RB_A,9606,tr|A0ACI8QKB9|A0ACI8QKB9_HUMAN,SV=1,264.3,6e-78,real_hit
RB_A,RB_A,9606,tr|A0ACI8UJK9|A0ACI8UJK9_HUMAN,SV=1,264.3,6.3e-78,real_hit
RB_A,RB_A,9606,tr|A0ACI8R8K1|A0ACI8R8K1_HUMAN,SV=1,264.2,6.5e-78,real_hit
RB_A,RB_A,9606,sp|Q08999|RBL2_HUMAN,SV=1,264.2,6.6e-78,real_hit
RB_A,RB_A,9606,tr|A0ACI8S704|A0ACI8S704_HUMAN,SV=1,264.2,6.7e-78,real_hit
RB_A,RB_A,9606,tr|A0ACI8SB16|A0ACI8SB16_HUMAN,SV=1,264.2,6.8e-78,real_hit
RB_A,RB_A,9606,tr|F5H837|F5H837_HUMAN,SV=1,259.3,2e-76,real_hit
RB_A,RB_A,9606,tr|A0ACI8UJP9|A0ACI8UJP9_HUMAN,SV=1,259.2,2.2e-76,real_hit
RB_A,RB_A,9606,tr|A0ACI8R2Y1|A0ACI8R2Y1_HUMAN,SV=1,259.0,2.5e-76,real_hit
RB_A,RB_A,9606,tr|A0ACI8QII3|A0ACI8QII3_HUMAN,SV=1,259.0,2.6e-76,real_hit
RB_A,RB_A,9606,tr|A0ACI8UJK7|A0ACI8UJK7_HUMAN,SV=1,259.0,2.6e-76,real_hit
RB_A,RB_A,9606,tr|B4DRB3|B4DRB3_HUMAN,SV=1,229.9,2.1e-67,real_hit
RB_A,RB_A,9606,tr|A0AAQ5BH52|A0AAQ5BH52_HUMAN,SV=1,228.2,7e-67,real_hit
RB_A,RB_A,9606,tr|A0AAQ5BH24|A0AAQ5BH24_HUMAN,SV=1,228.2,7.3e-67,real_hit
RB_A,RB_A,9606,tr|A0AAQ5BH01|A0AAQ5BH01_HUMAN,SV=1,228.1,7.6e-67,real_hit
RB_A,RB_A,9606,tr|A0ACI8U643|A0ACI8U643_HUMAN,SV=1,228.0,8e-67,real_hit
RB_A,RB_A,9606,tr|A0A3B3IS71|A0A3B3IS71_HUMAN,SV=1,228.0,8e-67,real_hit
RB_A,RB_A,9606,tr|A0ACI8RJG1|A0ACI8RJG1_HUMAN,SV=1,228.0,8e-67,real_hit
RB_A,RB_A,9606,sp|P06400|RB_HUMAN,SV=1,228.0,8.1e-67,real_hit
RB_A,RB_A,9606,tr|Q59HH0|Q59HH0_HUMAN,SV=1,227.9,8.5e-67,real_hit
RB_A,RB_A,9606,tr|A0ACI8T8P3|A0ACI8T8P3_HUMAN,SV=1,227.9,8.7e-67,real_hit
RB_A,RB_A,9606,tr|B4DTN0|B4DTN0_HUMAN,SV=1,224.0,1.3e-65,real_hit
RB_A,RB_A,9606,tr|A0ACI8PG32|A0ACI8PG32_HUMAN,SV=1,175.8,8.4e-51,real_hit
RB_A,RB_A,9606,tr|A0ACI8QIH6|A0ACI8QIH6_HUMAN,SV=1,160.7,3.4e-46,real_hit
RB_A,RB_A,9606,tr|A0ACI8UJK1|A0ACI8UJK1_HUMAN,SV=1,102.0,3.3e-28,real_hit
RB_A,RB_A,9606,tr|A0A2R8Y743|A0A2R8Y743_HUMAN,SV=1,83.7,1.4e-22,real_hit
RB_A,RB_A,9606,tr|A0A0X9QC09|A0A0X9QC09_HUMAN,SV=1,65.8,4.3e-17,real_hit
RB_B,RB_B,9606,tr|A0ACI8QJ14|A0ACI8QJ14_HUMAN,SV=1,215.9,1.8e-63,real_hit
RB_B,RB_B,9606,tr|A0ACI8TZ23|A0ACI8TZ23_HUMAN,SV=1,215.8,1.9e-63,real_hit
RB_B,RB_B,9606,tr|A0ACI8UJJ9|A0ACI8UJJ9_HUMAN,SV=1,215.6,2.1e-63,real_hit
RB_B,RB_B,9606,tr|A0ACI8S704|A0ACI8S704_HUMAN,SV=1,215.0,3.4e-63,real_hit
RB_B,RB_B,9606,tr|A0ACI8UJK1|A0ACI8UJK1_HUMAN,SV=1,214.9,3.5e-63,real_hit
RB_B,RB_B,9606,tr|A0ACI8UN00|A0ACI8UN00_HUMAN,SV=1,214.8,3.9e-63,real_hit
RB_B,RB_B,9606,tr|A0ACI8QKB9|A0ACI8QKB9_HUMAN,SV=1,214.7,4e-63,real_hit
RB_B,RB_B,9606,tr|A0ACI8QIH6|A0ACI8QIH6_HUMAN,SV=1,214.7,4.1e-63,real_hit
RB_B,RB_B,9606,tr|A0ACI8R8K1|A0ACI8R8K1_HUMAN,SV=1,214.6,4.5e-63,real_hit
RB_B,RB_B,9606,sp|Q08999|RBL2_HUMAN,SV=1,214.6,4.5e-63,real_hit
RB_B,RB_B,9606,tr|A0ACI8SB16|A0ACI8SB16_HUMAN,SV=1,214.1,6.1e-63,real_hit
RB_B,RB_B,9606,tr|A0ACI8QLQ6|A0ACI8QLQ6_HUMAN,SV=1,212.3,2.2e-62,real_hit
RB_B,RB_B,9606,tr|A0ACI8UJK9|A0ACI8UJK9_HUMAN,SV=1,209.4,1.8e-61,real_hit
RB_B,RB_B,9606,sp|P28749|RBL1_HUMAN,SV=1,194.9,5.2e-57,real_hit
RB_B,RB_B,9606,tr|A0ACI8TFY4|A0ACI8TFY4_HUMAN,SV=1,194.0,9.7e-57,real_hit
RB_B,RB_B,9606,tr|A0ACI8TFW9|A0ACI8TFW9_HUMAN,SV=1,193.0,2.1e-56,real_hit
RB_B,RB_B,9606,tr|A0ACI8QII3|A0ACI8QII3_HUMAN,SV=1,146.6,4.1e-42,real_hit
RB_B,RB_B,9606,tr|A0ACI8UJK7|A0ACI8UJK7_HUMAN,SV=1,121.3,2.7e-34,real_hit
RB_B,RB_B,9606,tr|A0ACI8PG32|A0ACI8PG32_HUMAN,SV=1,118.3,2.3e-33,real_hit
RB_B,RB_B,9606,tr|A0ACI8T8P3|A0ACI8T8P3_HUMAN,SV=1,116.4,8.5e-33,real_hit
RB_B,RB_B,9606,tr|A0AAQ5BH24|A0AAQ5BH24_HUMAN,SV=1,116.3,9.5e-33,real_hit
RB_B,RB_B,9606,tr|A0AAQ5BH52|A0AAQ5BH52_HUMAN,SV=1,116.2,9.9e-33,real_hit
RB_B,RB_B,9606,tr|A0ACI8U643|A0ACI8U643_HUMAN,SV=1,115.9,1.2e-32,real_hit
RB_B,RB_B,9606,tr|A0ACI8RJG1|A0ACI8RJG1_HUMAN,SV=1,115.9,1.2e-32,real_hit
RB_B,RB_B,9606,sp|P06400|RB_HUMAN,SV=1,115.9,1.3e-32,real_hit
RB_B,RB_B,9606,tr|Q59HH0|Q59HH0_HUMAN,SV=1,115.8,1.3e-32,real_hit
RB_B,RB_B,9606,tr|A0A3B3IS71|A0A3B3IS71_HUMAN,SV=1,115.8,1.4e-32,real_hit
RB_B,RB_B,9606,tr|A0ACI8UJP9|A0ACI8UJP9_HUMAN,SV=1,115.4,1.7e-32,real_hit
RB_B,RB_B,9606,tr|A0ACI8R2Y1|A0ACI8R2Y1_HUMAN,SV=1,115.0,2.4e-32,real_hit
RB_B,RB_B,9606,tr|B4DTN0|B4DTN0_HUMAN,SV=1,113.2,8.4e-32,real_hit
RB_B,RB_B,9606,tr|B4DRB3|B4DRB3_HUMAN,SV=1,112.6,1.3e-31,real_hit
RB_B,RB_B,9606,tr|A0AAQ5BH01|A0AAQ5BH01_HUMAN,SV=1,69.5,2.5e-18,real_hit
RB_B,RB_B,9606,tr|B1APE1|B1APE1_HUMAN,SV=1,14.8,0.19,borderline_noise
RB_B,RB_B,9606,tr|B1APE2|B1APE2_HUMAN,SV=1,14.8,0.19,borderline_noise
RB_B,RB_B,9606,sp|Q00403|TF2B_HUMAN,SV=1,14.4,0.25,borderline_noise
RB_B,RB_B,9606,tr|A0ACI8SHG5|A0ACI8SHG5_HUMAN,SV=1,13.3,0.55,borderline_noise
RB_B,RB_B,9606,tr|A0ACI8SHG4|A0ACI8SHG4_HUMAN,SV=1,13.1,0.64,borderline_noise
RB_B,RB_B,9606,tr|A0ACI8V0T9|A0ACI8V0T9_HUMAN,SV=1,13.0,0.71,borderline_noise
RB_B,RB_B,9606,tr|A0ACI8SHH3|A0ACI8SHH3_HUMAN,SV=1,12.8,0.79,borderline_noise
RB_B,RB_B,9606,tr|A0ACI8SHF9|A0ACI8SHF9_HUMAN,SV=1,12.8,0.79,borderline_noise
RB_B,RB_B,9606,sp|Q92994|TF3B_HUMAN,SV=1,12.8,0.79,borderline_noise
RB_B,RB_B,9606,tr|A0ACI8SHG3|A0ACI8SHG3_HUMAN,SV=1,12.8,0.81,borderline_noise
RB_B,RB_B,9606,tr|A0ACI8SHF8|A0ACI8SHF8_HUMAN,SV=1,12.7,0.88,borderline_noise
RB_B,RB_B,9606,tr|A0ACI8SHF6|A0ACI8SHF6_HUMAN,SV=1,12.4,1.1,borderline_noise
RB_B,RB_B,9606,tr|A0ACI8SHH7|A0ACI8SHH7_HUMAN,SV=1,12.2,1.2,borderline_noise
